image,"['v2', 'v3', 'v4', 'v5', 'v6', 'v7', 'v8', 'v9', 'v10', 'v11', 'v12', 'v13', 'v14', 'v15', 'v16', 'v17', 'v18', 'v19', 'v20', 'v21', 'v22', 'v23', 'v24', 'v25', 'v26', 'v27', 'v28', 'v29', 'v30', 'v31', 'v32', 'v33', 'v34', 'v35', 'v36', 'v37', 'v38', 'v39', 'v40', 'v41', 'v42', 'v43', 'v44', 'v45', 'v46', 'v47', 'v48', 'v49', 'v50', 'v51', 'v52', 'v53', 'v54']"
in000770.jpg,"['0.00471224289051421', '0.00787893768116129', '0.00967374324684689', '0.00712438463600157', '0.00613085832052298', '0.00640281448859396', '0.00263656119031003', '0.00801309771694002', '0.00746153868546128', '0.0028092760012475', '0.00469574386001228', '0.00172625343279114', '0.00658699908558991', '0.00308893978457317', '0.00224761725328361', '0.00251120252711535', '0.00116360341707305', '0.00340620233000464', '0.00557755695246776', '0.00463219538585267', '0.00230716881397346', '0.00735069713559687', '0.00383618048514473', '0.00916852444686141', '0.00553795863468198', '0.00847712610009505', '0.004542659727407', '0.00410715329309606', '0.00766607296762972', '0.00557769713258273', '0.00402258367475045', '0.00230053599566093', '0.00437760495269454', '0.00241267504589356', '0.00421223133055719', '0.0100987980536197', '0.00525020746770167', '0.00594879764984089', '0.00991626115374884', '0.00803916289056768', '0.00890120366123', '0.00672836617595972', '0.00778463598639655', '0.00672995302128362', '0.00771106282972798', '0.00383770988499955', '0.0081872333282062', '0.0082403270336372', '0.00685862588688764', '0.00637482345513336', '0.0088808435186207', '0.00610735612233533', '0.00622498468554802']"
in000771.jpg,"['0.00478133628206076', '0.0076623006603459', '0.00978700315412782', '0.00707490992470222', '0.00584292043784786', '0.0061994928289048', '0.00265422672626816', '0.00784117594395525', '0.00762778021249316', '0.00280842557719654', '0.0049234450302452', '0.00172012576213127', '0.00655191457282947', '0.00298477311359737', '0.00238606547317819', '0.00245118041796704', '0.00112897133571879', '0.00346378418833594', '0.00544958549368525', '0.00440477829893907', '0.0023373108393877', '0.00731102418897466', '0.00362056157835381', '0.00887119252236373', '0.00542618531411509', '0.00824619883235068', '0.00477752139351168', '0.00413841465085121', '0.007971907899666', '0.00576034003512001', '0.00404269189496367', '0.00231917009886442', '0.00444022473479925', '0.00243998687875402', '0.0040542140785058', '0.00995225124483391', '0.00529858802897458', '0.0057301379881117', '0.0100670807173085', '0.00796917818164892', '0.00904388907855652', '0.00645227673946165', '0.00783535922616525', '0.00683891443300139', '0.00748495885100153', '0.00388312010927671', '0.00847733578155787', '0.00823498338185237', '0.00669796936946736', '0.00657483482809915', '0.00873741045929472', '0.0059872259473002', '0.00631479722782354']"
in000772.jpg,"['0.00477414527945958', '0.0075147656241719', '0.010032132093459', '0.00704925336998257', '0.00630956887141417', '0.0062981086616367', '0.0026199687209503', '0.00871625272555907', '0.00678340869576311', '0.00278873477567092', '0.00479416031599488', '0.00163624264959345', '0.00658739749637991', '0.00311713729512528', '0.00224553423831592', '0.00247562372482901', '0.00121839011080695', '0.00348349259560266', '0.00486794459589545', '0.00457256684936623', '0.0022703354404996', '0.00724293501074307', '0.00369707904704231', '0.00886968446078614', '0.00573819584578673', '0.00872182457731557', '0.00454580128459224', '0.00392932131046298', '0.00796903305204201', '0.00580359803106689', '0.00403000832433093', '0.00217244530111648', '0.00458834018556022', '0.00240066015130635', '0.00413924993952331', '0.00994029966123597', '0.00520235073665433', '0.00569211842196966', '0.0102167666423196', '0.00798624555905311', '0.00912697787533513', '0.00658088107695055', '0.00773821844606625', '0.00720558615914499', '0.00720775335460508', '0.0038684678888458', '0.00835947511914981', '0.00828504635279846', '0.00677764500276543', '0.00641227740891912', '0.008825038667946', '0.00606703339223841', '0.00609879093139026']"
in000773.jpg,"['0.00475558005098923', '0.00723619427138274', '0.0102649800732449', '0.00711778671681612', '0.0059746815142264', '0.00660834901823514', '0.00263977268912949', '0.00820076608317411', '0.00730728960931554', '0.00275958808790377', '0.00453248181026871', '0.00174779188685443', '0.00662190003686789', '0.0030148594906376', '0.00234709206929876', '0.00248944126727413', '0.0011255194081378', '0.00344704128815964', '0.00446944045150113', '0.00451674125936236', '0.00221414730953238', '0.00717554249545817', '0.00362802728204618', '0.00842046045993333', '0.00618839976558035', '0.00822366981352172', '0.00470413293665742', '0.00421556558837491', '0.0081133554195943', '0.00576015854769654', '0.00401660952870578', '0.00231845611677377', '0.0043820715552896', '0.00242764053693863', '0.00407551317046054', '0.010270874932145', '0.00524861503444011', '0.00574657151404329', '0.010205877439589', '0.00799169539274962', '0.0088667908509335', '0.00649966950630109', '0.00779948385403954', '0.00695328187299827', '0.00741456305822951', '0.00387035415893852', '0.00838797503837592', '0.00822066560451901', '0.00688475942957526', '0.00651652530969549', '0.00875981723669938', '0.00603899061560851', '0.00622929292194587']"
in000774.jpg,"['0.00472951520882193', '0.00769978254095049', '0.00975031533067877', '0.00708164246421447', '0.00605242021365654', '0.00638475127619864', '0.00262150240911854', '0.00830387298695357', '0.00723316081047129', '0.00281668438513479', '0.00476442979986383', '0.00180324811465147', '0.00663110543897077', '0.00288003100149489', '0.00244638212459056', '0.00249246274555036', '0.001037969036901', '0.00362995754811055', '0.00438471398446639', '0.00445527456587855', '0.00229438001148421', '0.00721666339584389', '0.0033620434977667', '0.00897647800950231', '0.00605617158508315', '0.00817303608891491', '0.00480405525936357', '0.00412400278615341', '0.00772032548884513', '0.00590067558931823', '0.00395001553590684', '0.00225543075244301', '0.00457573930802833', '0.0023536124444536', '0.00403613215479423', '0.0100959831007374', '0.00523360640403864', '0.00571836039975513', '0.0101534009603192', '0.00800318191438181', '0.00901483566298368', '0.00655649517435333', '0.0078126798158947', '0.00687637197541532', '0.00757089560383948', '0.00384005455129354', '0.00827776822548591', '0.00834383880514532', '0.0068801785681346', '0.00653280307934924', '0.0087578374865055', '0.00612370521421395', '0.00611887444088003']"
in000775.jpg,"['0.00479184687023411', '0.00777417985735209', '0.00955727703560069', '0.00708056023224049', '0.00633213565775462', '0.00648166210602994', '0.00267318775118286', '0.00800105249910424', '0.00739682581010264', '0.00286857730324527', '0.00463547857857856', '0.00175049177346518', '0.00660935711985013', '0.00307200757142921', '0.00227653491013709', '0.00244743013508982', '0.00113239498364076', '0.00367030194975708', '0.00436740596470127', '0.00454986203872135', '0.00222634079462396', '0.00717171957671551', '0.00339715101135363', '0.00885397327700975', '0.00584767423549837', '0.00781037541013928', '0.00489415012302934', '0.00390094745414941', '0.00753379958119825', '0.00595221952600181', '0.00396795731282041', '0.00213449118824759', '0.00469711548070494', '0.00234911309090197', '0.00393401508937355', '0.0101289381982637', '0.00516925587273388', '0.00587027053707414', '0.0100116161810827', '0.00800549279089989', '0.00907951465885681', '0.00671580675213464', '0.00774012782915161', '0.00674499955455758', '0.00771239661824805', '0.00380031203179586', '0.00827923298137342', '0.00815394232939345', '0.00680016338774066', '0.00645501677785409', '0.00883894638843587', '0.00597102410979954', '0.00636352775983494']"
in000776.jpg,"['0.00480535466209023', '0.00786648848011194', '0.00962080944098124', '0.00711761580533616', '0.00621491734935737', '0.00639881197882635', '0.00267186705324964', '0.00790028065332348', '0.0076215346728308', '0.00281384468246683', '0.00476150227676692', '0.00173476184246124', '0.0066351524464485', '0.00311029725507453', '0.00220484256363031', '0.00250387458500091', '0.00112093746569', '0.00350030996440968', '0.00444850913041948', '0.00452972796402607', '0.0022398767278862', '0.0071736583313303', '0.00349884940360509', '0.00904344036816913', '0.00586096224517495', '0.00772298862814801', '0.00493525727924632', '0.00380872926151407', '0.00742407608955141', '0.00594391483247552', '0.00399188115771277', '0.00216448422454497', '0.00461706384905368', '0.00235829722598933', '0.00391484344677412', '0.00998198695860812', '0.00521418600124764', '0.00582434873049222', '0.0099615841218957', '0.00800466310072647', '0.00912958738931526', '0.00661766457856963', '0.00776636234001813', '0.00677672302579775', '0.00755302969734369', '0.00380648583023056', '0.00830343102284072', '0.00817078940330908', '0.00688566022739111', '0.00646334269342261', '0.00881631575949709', '0.00607444408715258', '0.00621934634019351']"
in000777.jpg,"['0.00485385985938592', '0.0075387146255237', '0.00984738459211291', '0.00713957397526898', '0.0060367124381541', '0.00654354655643126', '0.0026745365695768', '0.00825099164064246', '0.00719909701967239', '0.00275546879609004', '0.00463727985290734', '0.0018743076939837', '0.00658257218416383', '0.00304050628016457', '0.00229779797009341', '0.00243523320677464', '0.000983222199128947', '0.00359196158142725', '0.00448547596312637', '0.00447428694499173', '0.00231812823424037', '0.00717707061473092', '0.00339557712080743', '0.00870420048902837', '0.00607990151136467', '0.00744396971212858', '0.00519120088966173', '0.0037557228533944', '0.00792476989386197', '0.00630681790342067', '0.00396421739328373', '0.00225584235224016', '0.00463123939111024', '0.00231168112915224', '0.00373963662184005', '0.0101670310070874', '0.00515872278370657', '0.00607029254670961', '0.00980743855810087', '0.00803632908206138', '0.00899284683102674', '0.00644620514571435', '0.00770953115001213', '0.00668850486276776', '0.00764834977185742', '0.0039057188461396', '0.00835700306607821', '0.00837711692987239', '0.00684234675939755', '0.00626178581065509', '0.00899897027977488', '0.005961548655143', '0.00616547558995221']"
in000778.jpg,"['0.00475888010018163', '0.00743870918816032', '0.0100648050653363', '0.00701660352012656', '0.00613031064001317', '0.00601949246238517', '0.00264158277528619', '0.00851426461384696', '0.00699238918790147', '0.00284961472203882', '0.0050369374812719', '0.0017263756893756', '0.00654165963502166', '0.00296357802798318', '0.00235156310539711', '0.00243623642347747', '0.0011459627520813', '0.00372359147642169', '0.00435375167687668', '0.00460930251609743', '0.00223315309549979', '0.00720053856938147', '0.00336833235094351', '0.00931729489044112', '0.00619941488429886', '0.00723291921602364', '0.00568056146748196', '0.00373729265029523', '0.00777257456695003', '0.00632967023374316', '0.00391692696250281', '0.00209603608891389', '0.00477937350462715', '0.00236063677760328', '0.00360544726280322', '0.00996867888166553', '0.00523906059548803', '0.00601721689007691', '0.00976631568860573', '0.00801243088504161', '0.00903099288702412', '0.00652571279782537', '0.00779709023405083', '0.00669966362777574', '0.0076536850547396', '0.00383852142709156', '0.00838849651787984', '0.00822391432239585', '0.0068340290234695', '0.00640858457845146', '0.00885375356118396', '0.00601052086518905', '0.0062231565790507']"
in000779.jpg,"['0.00479509360288158', '0.00753637353292057', '0.00993120586842594', '0.00706518109179298', '0.00651991618909606', '0.00635431999276558', '0.00270795751088388', '0.00826283866890033', '0.00716988560287411', '0.0028403346051757', '0.0047409804280563', '0.00176779472743177', '0.0066447606014669', '0.00304560648721363', '0.00227968292443375', '0.00250538157464563', '0.00107911003078209', '0.00371836316981107', '0.00443623697005992', '0.00447294201552089', '0.00235782443356545', '0.00714319189691213', '0.00342804915555022', '0.00945904427181893', '0.00613703045450446', '0.0075079637750283', '0.00545470772237625', '0.00363631555184734', '0.00769625677836107', '0.00607865857552224', '0.00400468103558154', '0.00203760659492543', '0.00477714727205478', '0.0023696338306152', '0.00383951043349995', '0.0101603741552738', '0.00525473042544534', '0.00615360110225558', '0.00974344077450367', '0.00800281170994105', '0.00889406214008988', '0.00663328031195895', '0.00781004068188092', '0.00670151625420026', '0.00763558009476221', '0.00383299633423383', '0.00821006750890913', '0.00817306895667289', '0.00685572546731092', '0.00622873497853271', '0.0090529440738478', '0.00609691095649979', '0.00628068708573013']"
in000780.jpg,"['0.00473537596847083', '0.00779505338133718', '0.0096701937081911', '0.00703561107088059', '0.0064811791293366', '0.00639581391533181', '0.00268823575054462', '0.00774148318950726', '0.00773297791928762', '0.00282670921960935', '0.00469368853089501', '0.00173971421470459', '0.00660532768338998', '0.00322943512953066', '0.00214723646436107', '0.00251928376054057', '0.00114524706180984', '0.00351921349609184', '0.00439242819674488', '0.00461075571118341', '0.00223837463457', '0.00714237459558248', '0.00356470716521722', '0.00949373926370407', '0.00597304926491177', '0.00759567348046108', '0.00569983949419937', '0.00364715898022061', '0.00788934226080593', '0.00606410834142523', '0.00395084378193766', '0.00223376740640321', '0.00474322397651309', '0.0023273071966383', '0.00403420091768794', '0.0100640741015257', '0.00517903809680631', '0.00585758042983062', '0.00993473978639037', '0.00799082620969268', '0.00892889786669198', '0.00672037078526029', '0.00772802453844048', '0.00677446307518936', '0.00767283130116545', '0.00376749826497168', '0.00816763665166296', '0.00813967115285512', '0.00684417187677231', '0.00636956160334033', '0.00893604231820037', '0.00597232521062105', '0.00646188950457263']"
in000781.jpg,"['0.00486060903962408', '0.00760717315192873', '0.00976054418231584', '0.00716243016690392', '0.00606894838325951', '0.006283054796914', '0.0026434098924466', '0.00844153323351354', '0.00707509220467848', '0.0028021852838855', '0.00492255388623976', '0.00180821586450645', '0.00658573819727506', '0.00320084137274862', '0.00217200722503485', '0.00249567792519232', '0.00105459447133628', '0.00364900192417365', '0.00435343263723041', '0.00455182131561486', '0.00232347689283939', '0.00708992433543541', '0.00345231711415537', '0.0100114751573687', '0.00624522234397824', '0.0072891005411412', '0.00580896274216112', '0.00389338579798513', '0.00740012884928713', '0.00631657678989837', '0.00393376144576388', '0.00220847991621125', '0.00479978775063862', '0.00231439917431862', '0.0037762938711865', '0.0102154396754859', '0.00521007920250248', '0.00593850405408737', '0.00981879183416329', '0.00807093478505468', '0.00875532435036056', '0.00603743321270692', '0.00782463916260137', '0.0069215535628915', '0.00750928022756807', '0.0039002734213052', '0.00882874672419242', '0.00824632961968412', '0.00693503962873361', '0.00633141345414243', '0.00886175918045262', '0.00609321510277136', '0.00632038652434105']"
in000782.jpg,"['0.00475312888920719', '0.00781774548461267', '0.00965461783215785', '0.00712059757965065', '0.00634779032027627', '0.00638361907447673', '0.00270328005566741', '0.00880630661472519', '0.0067667691003146', '0.00278834523198872', '0.00488481956785172', '0.00176325605390948', '0.00662680999225893', '0.00310527062188141', '0.0022867436518329', '0.0024663957194427', '0.00115531135794498', '0.00362503250527943', '0.00451687400861979', '0.00463365288505366', '0.00221657849877716', '0.00705410868575749', '0.00338906958995222', '0.0101561941377504', '0.00652620628979551', '0.00740927898242667', '0.00552698800918104', '0.0041200020579847', '0.0073813155004437', '0.00627428315552719', '0.00399428931702476', '0.00224523918965173', '0.00476161237675076', '0.00239641475806707', '0.00371691112196218', '0.00995055293639596', '0.00520836526845234', '0.00595985864743735', '0.00987390991514359', '0.008001325292781', '0.00905876553901977', '0.00644881695561636', '0.00778785984785792', '0.00714385325121868', '0.00725989271748159', '0.00390429531666725', '0.00845935995955526', '0.00811594378317496', '0.00682829689343147', '0.00641973879983587', '0.00885982966422774', '0.00602600338840297', '0.00635312956490082']"
in000783.jpg,"['0.00480782461401952', '0.00756758530501436', '0.00990253640522397', '0.00705438489441668', '0.00634503212943656', '0.00636216028418168', '0.00267244821942283', '0.00834287004825623', '0.00723569247211428', '0.00283927816223366', '0.00490467625862362', '0.00191152152518299', '0.00660662656535232', '0.00296357361545597', '0.00240128401896293', '0.00247238419949029', '0.000963043441803939', '0.00352506869259399', '0.00454849982491205', '0.00449293622571323', '0.0022041568401061', '0.00710972132130478', '0.00354045498837876', '0.00988587409354518', '0.00637916639430496', '0.00707456329118557', '0.0059314178078179', '0.00403114380193089', '0.0076334562646958', '0.00612829964207788', '0.00396733364954322', '0.00214682976995416', '0.00485164346755014', '0.00238696766097953', '0.00393800842203145', '0.0100569777657654', '0.00530202988454255', '0.00571825769371005', '0.0100726451732173', '0.00799243150507176', '0.00881344265233416', '0.00663649359151608', '0.00775617594354501', '0.0071074682312849', '0.00742308552750772', '0.00382896283107857', '0.00830198610757851', '0.0081195470828864', '0.0069213300830563', '0.00637753667058778', '0.00887353311360619', '0.00609274862603738', '0.0063167654650263']"
in000784.jpg,"['0.00473852171801203', '0.00794374452132298', '0.00946012050680714', '0.00710963569156687', '0.00624976835124834', '0.00655802849318816', '0.00264598263960047', '0.00803689567495039', '0.00745496968910456', '0.00278624672993603', '0.00455087108499266', '0.00167858784662875', '0.00663578290363399', '0.00323002891237299', '0.00215501450984363', '0.0025262782527034', '0.00119573222048399', '0.00343286426020965', '0.00463481794360253', '0.00449574908638103', '0.00230834444038939', '0.00703803004949316', '0.00350954878038613', '0.0100368850407447', '0.00609797828033586', '0.00736195358902273', '0.00564462414160294', '0.00392407536745067', '0.00754802627336046', '0.00643065268098114', '0.00390122097782749', '0.00219640182136649', '0.00490240726853252', '0.00236643364344019', '0.00363278218292128', '0.00965878660246765', '0.00536637775537201', '0.00602474542259082', '0.00984636049061098', '0.00804604993587632', '0.00926688837366706', '0.00652243616502394', '0.00776650407476666', '0.00685561350425156', '0.0077743743963464', '0.00383426286659364', '0.00826849129015955', '0.00821424199948228', '0.00688842540037552', '0.00644803482286171', '0.00881655949076199', '0.00609722357340556', '0.00624481264027192']"
in000785.jpg,"['0.00460799108648446', '0.0079519791747678', '0.0096632834984184', '0.00705993822085504', '0.00613549590486795', '0.00631724079037791', '0.00264080988431556', '0.00801192370288297', '0.00751329679707799', '0.0027679776357963', '0.00486271338461094', '0.00180025901711674', '0.00665039701413276', '0.00306834435787191', '0.00227069558674834', '0.00251552595428165', '0.00111465969192486', '0.00358282871659257', '0.00460126986774819', '0.00432648734214271', '0.00243669165214376', '0.00707950192560245', '0.00345768886637058', '0.0100478703083738', '0.00577271409013347', '0.0074494832250238', '0.00581006085875783', '0.00395722074057732', '0.00756973931857668', '0.00653623416195865', '0.00387352586518607', '0.00219251791394455', '0.00492124914199751', '0.00234805226552561', '0.00358843305260324', '0.0100971332552529', '0.00519876936013425', '0.00589754248106406', '0.00990649188376754', '0.00802002316917856', '0.00898558158232389', '0.00644977110324883', '0.00783802523260416', '0.00684999297520061', '0.00766199424995938', '0.00383854235948988', '0.00840978983450785', '0.00836412092778495', '0.0067928008099658', '0.00631283656971891', '0.00899284959228866', '0.00598937021456605', '0.00617968139488716']"
in000786.jpg,"['0.00475534477111306', '0.00783103444950927', '0.0096022886285795', '0.00707833104576733', '0.00628754792490796', '0.0064521672899132', '0.00269045246262164', '0.00832334599315769', '0.00719684351466049', '0.00280762908309873', '0.00469017386172933', '0.00181777945736742', '0.0066196953045999', '0.00306694163851204', '0.00229179470699881', '0.00247438324744089', '0.00107048974666468', '0.00362501323397647', '0.00478170116393777', '0.00452060734522678', '0.00229524015606018', '0.007055948757565', '0.00328679549937852', '0.0100448037809646', '0.00556524970062953', '0.00749232766707642', '0.00572090521805993', '0.00389301414690974', '0.00747099637161423', '0.00656755736061768', '0.00385913250024207', '0.00203587089285602', '0.00504977099691737', '0.00220852731376254', '0.00366875074164739', '0.00984084587821607', '0.00539218815637362', '0.00585607249137442', '0.0100518188212727', '0.00791556508788827', '0.00905410407624836', '0.00610767647579914', '0.00792275208726808', '0.0069924335684862', '0.00762845379417792', '0.00381042399119448', '0.00886037035339925', '0.00810224163081869', '0.00683985786921616', '0.00635813283470901', '0.00889334016216198', '0.00601960828644109', '0.00633217715628838']"
in000787.jpg,"['0.00467384999685343', '0.00807949377584036', '0.00946999567258912', '0.0070488694938616', '0.00630991588916043', '0.00613491207480321', '0.00269304035232818', '0.00823202039023222', '0.00724426573123862', '0.00289686944484258', '0.00500732890220174', '0.00161641739919153', '0.00663649110125749', '0.00300570545136013', '0.00229491077867759', '0.00251418196505131', '0.00121836281048249', '0.00358320208099861', '0.00469735341263241', '0.0044555340075087', '0.00238172427357247', '0.00707421040588917', '0.00347105730775349', '0.00997975395864151', '0.00553521646704383', '0.00767201062859141', '0.00564653242022121', '0.00368600613051287', '0.00725523657929255', '0.0066351690809986', '0.00384002325154438', '0.00198486755484574', '0.00509287386125709', '0.00224958458666556', '0.00364329546080793', '0.0100130713072888', '0.00514131092986938', '0.00597371841112848', '0.00983589892484727', '0.00798475829166669', '0.00911622684406834', '0.00632666887023774', '0.00768581322979052', '0.00710147668560287', '0.00748615139539744', '0.00389239937938576', '0.00855111571267575', '0.00825674148355699', '0.00690270443066419', '0.00637826580945369', '0.00882202305816163', '0.00601001201754631', '0.00618163733032725']"
in000788.jpg,"['0.00485213644506965', '0.00776075198312285', '0.00966457440876952', '0.00714134788475972', '0.00636660427611196', '0.00648959184308433', '0.00266042959322623', '0.00857547106535716', '0.00693453727219459', '0.00288211963911023', '0.00464301281161935', '0.00175462807059779', '0.00666730968731414', '0.00301874280627094', '0.00229966858445947', '0.00253463647964701', '0.00110259907249204', '0.00358311682014157', '0.00469838360713767', '0.00452211179657029', '0.00226788079145273', '0.00713234206110546', '0.00352847537643899', '0.00996587188439503', '0.00517916757706932', '0.00789983195325289', '0.0055042699190701', '0.0036754919914772', '0.00755658746817047', '0.00665592170957445', '0.00380927834557343', '0.00196596936791284', '0.00513274225535927', '0.0022172579521652', '0.00356557467671936', '0.0100586894605147', '0.00514984024373372', '0.00597072570745811', '0.00982232320275652', '0.00803303082391103', '0.00895543420874319', '0.00637729532186646', '0.00779504222115101', '0.0069423813312489', '0.0077125649480099', '0.00393011660686455', '0.00847830605954103', '0.00820007133451161', '0.00685599617191334', '0.00638096932379307', '0.00884583570566131', '0.00615967131435872', '0.00614141398747873']"
in000789.jpg,"['0.0048091802752852', '0.00779828371719605', '0.00964513664286492', '0.00712192032370438', '0.00609883290699975', '0.00634422733046243', '0.0026873780943337', '0.00848078388526496', '0.007029431131794', '0.00286204350191163', '0.0047552543353569', '0.00180800189169044', '0.00658473092197981', '0.00315984864525081', '0.00218465401283757', '0.00248794190379501', '0.0010658807477632', '0.0034093673696103', '0.00484644087564178', '0.00448094715610278', '0.00234627482777201', '0.00708218038787694', '0.00358065916352634', '0.0102917843397266', '0.00515346909517905', '0.00787865290945595', '0.00549325266665124', '0.00354684668347846', '0.00728442199276439', '0.00648839510626872', '0.00376936524135757', '0.00218838217335155', '0.00488911835529124', '0.00212952022035728', '0.00359674221251895', '0.01008904332073', '0.00523362924962584', '0.0058418209384406', '0.00996649300508434', '0.00805258690109976', '0.00903000486121249', '0.00607975206334307', '0.00780586171421663', '0.00722039844496528', '0.00745629621274576', '0.00392446013570811', '0.00877361226714498', '0.0082543713306101', '0.00691450557918724', '0.00655545449820509', '0.00864567083606119', '0.00611503216225641', '0.00622270234983841']"
in000790.jpg,"['0.00471251921682476', '0.00791323843244161', '0.00955628953180894', '0.00717580219338476', '0.00611550277444282', '0.00632272884212417', '0.0026182110879959', '0.00830748994347163', '0.00727797772905055', '0.00281366247367083', '0.00484675672554676', '0.00160175112269347', '0.00661197199164694', '0.0028961029597518', '0.00244087676556393', '0.00248634450273656', '0.00123495729824035', '0.00345014979096633', '0.00485681335914979', '0.00446161244827016', '0.00226952800316694', '0.00708103980517416', '0.00352039407813259', '0.0100652033200344', '0.00519132966742361', '0.00760671002001162', '0.00566636722608675', '0.00334513416190371', '0.00746600405806887', '0.00656672404278817', '0.00377717400664117', '0.00212994545244124', '0.00490117197399523', '0.00213203611674524', '0.00367883737206661', '0.010204238482479', '0.00523450721501598', '0.00560657520982835', '0.0101246045771733', '0.00808133568377351', '0.00884001378318267', '0.00645379743171697', '0.00782405594363935', '0.00685462730574312', '0.00779097474897224', '0.00391986547663249', '0.00832483722487757', '0.00828214395388676', '0.00683202822669176', '0.00652192333139452', '0.00875601493507346', '0.00607717125044868', '0.0061771040021051']"
in000791.jpg,"['0.00482919697048037', '0.00775314200919325', '0.00973030067411082', '0.00699867143681062', '0.0065623230452265', '0.00630574022790861', '0.00269629463532336', '0.00853673441775136', '0.00705867295130152', '0.0028309283348707', '0.00481992981595571', '0.00187574970204232', '0.00660006272950327', '0.00306208185772516', '0.00229514581705339', '0.00245969379871347', '0.00106574008340006', '0.00350046317191091', '0.00476154175396792', '0.0045983501484132', '0.00218015882890106', '0.00711693111526856', '0.00348191402073946', '0.00943421618404408', '0.00538707303060439', '0.00765659772670466', '0.00555611551629997', '0.00356314066610715', '0.00781480331998694', '0.00668450783368188', '0.00371737256102974', '0.00204582378189446', '0.00506759464289978', '0.00213662220732685', '0.00355698264203715', '0.00984557592506037', '0.00520993173695526', '0.00602177938574658', '0.0098471537825328', '0.00796257198561711', '0.00921100576091255', '0.00630395876828659', '0.00788223943170968', '0.00713836174027223', '0.00735286757299823', '0.00400332533716218', '0.00848032278034901', '0.00821148148419581', '0.00687499521501402', '0.00649844438710847', '0.00877629682764782', '0.00602411397978216', '0.00621462395116205']"
in000792.jpg,"['0.00478930881881811', '0.00764492612109702', '0.00982234120392819', '0.00710257955973946', '0.00632370691971545', '0.0065596505428914', '0.00266677056870044', '0.00819469482957185', '0.00731349961330551', '0.00284505560975371', '0.00457238491107543', '0.00161625697153763', '0.00665137987399883', '0.0030185377393024', '0.00237298841452066', '0.002477638680407', '0.00124411194667017', '0.00352731911919688', '0.00476256067334139', '0.00445851400795048', '0.00231037571918097', '0.00714382732588772', '0.00341454810494085', '0.0101267962889918', '0.00562412583362994', '0.00766542964020221', '0.00554564465969241', '0.00362274941272886', '0.00716338889565643', '0.00671546575982783', '0.00370808936561553', '0.00205335392126729', '0.00500793194165188', '0.00208486681652389', '0.00346020858804182', '0.010013135539808', '0.00530201114631499', '0.00575016948245183', '0.0100587291320755', '0.00796024866843708', '0.00892201028006062', '0.00630210125665989', '0.0077988839575193', '0.00705808311646282', '0.00756425389392768', '0.00388232056760835', '0.00851990968380139', '0.00828483153252433', '0.00694269056301696', '0.00638517392319849', '0.00890593721313066', '0.00603729853610182', '0.00613711925290628']"
in000793.jpg,"['0.00471715238037123', '0.00769957282073184', '0.00984756671497648', '0.00717067675940088', '0.00594483653470513', '0.00653754914868461', '0.00263330555477074', '0.00826124384306838', '0.00732771614347256', '0.00275476200931106', '0.00464603045646803', '0.00165293237865481', '0.00658643065912323', '0.00327974577640785', '0.002043230862604', '0.00246947622826745', '0.0012013989365457', '0.00339954166206712', '0.00474832548801582', '0.00455831799899131', '0.00220809532286386', '0.0071079891498955', '0.00357651917190553', '0.0103993476812119', '0.00551322763703755', '0.00755200829294681', '0.00564458716832714', '0.00371356287311885', '0.00694611217915069', '0.00689064524782007', '0.00372336012887695', '0.00210880710870818', '0.00496307396509431', '0.00207737768512782', '0.00332757530782814', '0.00980014110817095', '0.00514487732880854', '0.00607068784136204', '0.00977553901050563', '0.00797633772459585', '0.0093156030901634', '0.00630965783277281', '0.00780314490011401', '0.00702648305873273', '0.00766004243167452', '0.00391075774593533', '0.00852628390258351', '0.00847527622019401', '0.0068516233673577', '0.00638955859723338', '0.00883990708269165', '0.00604231001548807', '0.00599571028420767']"
in000794.jpg,"['0.00479949732099196', '0.00796839250954483', '0.00953455085997828', '0.00714812237878447', '0.00637178675200904', '0.00639525292695423', '0.00271493994884855', '0.0080164087035928', '0.00748474931176976', '0.00282638674635612', '0.00471863483654759', '0.00190079389747848', '0.00658193291076979', '0.00311003069199704', '0.00226203010590528', '0.00250256069967383', '0.00101353378131789', '0.0035364530496494', '0.00469378769710733', '0.00452818273779222', '0.00232580052787835', '0.00707442986796213', '0.00348865346304231', '0.0100303726332907', '0.00556014256285448', '0.00745177317350577', '0.00569310911659849', '0.00372031728827049', '0.00734457123595681', '0.00672631764272703', '0.0037039168198337', '0.00203965077915296', '0.00500930002212092', '0.00206187973205875', '0.00353208312329414', '0.0101313669881398', '0.00516346694636841', '0.00594667079373599', '0.00984345730835544', '0.00801070562004467', '0.00894541978171516', '0.00615464867986119', '0.00776034672235833', '0.0072126686967789', '0.00745020545289507', '0.00387572723870932', '0.00879606003149395', '0.00834380095976023', '0.00691867805471284', '0.00643076250502993', '0.00877254207842594', '0.00603962780833697', '0.00607735025190812']"
